Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,text2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.419917584047653,9.419917584047653,2,1.2956773329642601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,10.74952954199398,10.74952954199398,5,25.03250637394376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,35.794055375037715,35.794055375037715,5,1.9895492499344982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,37.80763970903354,37.80763970903354,5,1.9739207079983316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,39.80223087500781,39.80223087500781,5,1.9816911239759065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,,,,,0,0,0,0,,,,,,,,,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.90221954168907,41.99794062500587,41.99794062500587,41.99794062500587,41.90221954168907,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.95221954168907,41.99794062500587,41.99794062500587,41.99794062500587,41.95221954168907,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,41.99794062500587,47.205378084036056,47.205378084036056,58.416254792013206,None,0,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
1,First_Order,1.0,viswhat,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/water_vehicle-pirateship.png,stimulus/viswhat_stim/water_animal-lobster.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/location_box.png,stimulus/viswhat_stim/location_yes.png,stimulus/viswhat_stim/location_no.png,None,Location,None,Location,1,0.0,0,5.125,0,5.125,0,5.125,0,0.0,0.625,0,0.0,0,0.0,1,0.5,1,2.125,0,0.0,0,0.0,0,0.0,0,0.0,0,,,,,0,1,1,1,,,,,,,,,58.416254792013206,58.416254792013206,58.416254792013206,58.416254792013206,58.416254792013206,58.416254792013206,58.416254792013206,58.416254792013206,58.14097420903854,58.416254792013206,58.416254792013206,58.416254792013206,58.14097420903854,58.416254792013206,58.416254792013206,58.416254792013206,60.50915520900162,64.4797444170108,58.416254792013206,58.416254792013206,63.718867834017146,58.834112750017084,60.09139283403056,60.50915520900162,61.76583283400396,58.416254792013206,58.416254792013206,58.29097420903854,58.416254792013206,58.416254792013206,58.416254792013206,58.29097420903854,58.416254792013206,58.416254792013206,63.718867834017146,58.416254792013206,63.718867834017146,63.58439825003734,,58.416254792013206,1,1,0.8271776239853352,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
2,First_Order,1.0,viswhat,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/land_vehicle-firetruck.png,stimulus/viswhat_stim/water_vehicle-jetski.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/location_box.png,stimulus/viswhat_stim/location_yes.png,stimulus/viswhat_stim/location_no.png,None,Location,None,Type,2,0.0,0,5.125,0,5.125,0,5.125,0,0.0,0.625,0,0.0,0,0.0,1,0.5,1,2.125,0,0.0,0,0.0,0,0.0,0,0.0,0,,,,,0,2,2,2,,,,,,,,,64.4797444170108,64.4797444170108,64.4797444170108,64.4797444170108,64.4797444170108,64.4797444170108,64.4797444170108,64.4797444170108,64.44153070870476,64.4797444170108,64.4797444170108,64.4797444170108,64.44153070870476,64.4797444170108,64.4797444170108,64.4797444170108,66.5834984999965,70.61648070899537,64.4797444170108,64.4797444170108,69.60904050001409,64.95596333401045,65.9860937090125,66.5834984999965,67.59364858403569,64.4797444170108,64.4797444170108,64.45819737537143,64.4797444170108,64.4797444170108,64.4797444170108,64.45819737537143,64.4797444170108,64.4797444170108,69.60904050001409,64.4797444170108,69.60904050001409,69.70145566703286,70.33235929202056,64.4797444170108,2,1,1.2028503329493105,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
3,First_Order,1.0,viswhat,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/land_animal-moose.png,stimulus/viswhat_stim/water_animal-jellyfish.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/type_box.png,stimulus/viswhat_stim/type_yes.png,stimulus/viswhat_stim/type_no.png,None,Type,None,Type,1,0.0,0,5.125,0,5.125,0,5.125,0,0.0,0.625,0,0.0,0,0.0,1,0.5,1,2.125,0,0.0,0,0.0,0,0.0,0,0.0,0,,,,,0,3,3,3,,,,,,,,,70.61648070899537,70.61648070899537,70.61648070899537,70.61648070899537,70.61648070899537,70.61648070899537,70.61648070899537,70.61648070899537,70.52473045899532,70.61648070899537,70.61648070899537,70.61648070899537,70.52473045899532,70.61648070899537,70.61648070899537,70.61648070899537,72.69988870900124,,70.61648070899537,70.61648070899537,75.82882170903031,71.07751770899631,72.12269216700224,72.69988870900124,73.74536287499359,70.61648070899537,70.61648070899537,70.57473045899533,70.61648070899537,70.61648070899537,70.61648070899537,70.57473045899533,70.61648070899537,70.61648070899537,75.82882170903031,70.61648070899537,75.82882170903031,75.82882170903031,76.67122320900671,70.61648070899537,1,1,0.7211466239532456,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
4,First_Order,1.0,viswhat,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/land_animal-tiger.png,stimulus/viswhat_stim/land_vehicle-rv.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/type_box.png,stimulus/viswhat_stim/type_yes.png,stimulus/viswhat_stim/type_no.png,None,Type,None,Location,2,0.0,0,5.125,0,5.125,0,5.125,0,0.0,0.625,0,0.0,0,0.0,1,0.5,1,2.125,0,0.0,0,0.0,0,0.0,0,0.0,0,,,,,0,4,4,4,,,,,,,,,76.67122320900671,76.67122320900671,76.67122320900671,76.67122320900671,76.67122320900671,76.67122320900671,76.67122320900671,76.67122320900671,76.62787529166478,76.67122320900671,76.67122320900671,76.67122320900671,76.62787529166478,76.67122320900671,76.67122320900671,76.67122320900671,78.76996900001541,82.80410387500888,76.67122320900671,76.67122320900671,81.83420924999518,77.14347662503133,78.16247966699302,78.76996900001541,79.79433154204162,76.67122320900671,76.67122320900671,76.64454195833144,76.67122320900671,76.67122320900671,76.67122320900671,76.64454195833144,76.67122320900671,76.67122320900671,81.83420924999518,76.67122320900671,81.83420924999518,81.89069770899368,82.54304737504572,76.67122320900671,2,1,0.5276095820008777,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,,,,,0,5,5,5,,,,,,,,,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.71612050066857,82.80410387500888,82.80410387500888,82.80410387500888,82.71612050066857,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.76612050066858,82.80410387500888,82.80410387500888,82.80410387500888,82.76612050066858,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,82.80410387500888,87.98696862504585,87.98696862504585,91.95711925002979,None,0,,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
5,Second_Order,1.0,viswhat,stimulus/viswhat_stim/land_animal-bunny.png,stimulus/viswhat_stim/land_vehicle-motorcycle.png,stimulus/viswhat_stim/water_animal-octopus.png,stimulus/viswhat_stim/land_animal-fox.png,stimulus/viswhat_stim/match_blank.png,stimulus/viswhat_stim/match_box.png,stimulus/viswhat_stim/match_yes.png,stimulus/viswhat_stim/match_no.png,2.0,Match,Location,Type,2,5.125,0,5.125,0,5.125,0,5.125,0,0.75,0.75,1,0.5,1,2.125,1,0.5,1,2.125,0,0.0,0,0.0,0,0.0,0,0.0,0,,,,,0,6,6,6,,,,,,,,,91.95711925002979,97.08076841704315,92.40197745902697,93.40115066699218,94.02355725003872,95.0212637920049,91.95711925002979,91.95711925002979,91.9699050836886,91.95711925002979,91.95711925002979,91.95711925002979,91.9699050836886,91.95711925002979,97.08076841704315,97.89849716704339,99.97257220902247,103.86466016701888,97.89849716704339,97.89849716704339,103.04643583402503,98.35285879200092,99.39001470903168,99.97257220902247,100.99113316700095,97.89849716704339,97.89849716704339,97.86435370899271,97.89849716704339,97.89849716704339,97.89849716704339,97.86435370899271,97.89849716704339,97.89849716704339,103.04643583402503,97.89849716704339,103.04643583402503,103.0966480000061,,97.89849716704339,2,1,0.7620132909505628,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
6,Second_Order,1.0,viswhat,stimulus/viswhat_stim/land_vehicle-tank.png,stimulus/viswhat_stim/land_animal-wolf.png,stimulus/viswhat_stim/water_vehicle-motorboatraft.png,stimulus/viswhat_stim/water_animal-squid.png,stimulus/viswhat_stim/match_blank.png,stimulus/viswhat_stim/match_box.png,stimulus/viswhat_stim/match_yes.png,stimulus/viswhat_stim/match_no.png,1.0,Match,Location,Location,1,5.125,0,5.125,0,5.125,0,5.125,0,0.625,0.625,1,0.5,1,2.125,1,0.5,1,2.125,0,0.0,0,0.0,0,0.0,0,0.0,0,,,,,0,7,7,7,,,,,,,,,103.86466016701888,108.98654770903522,104.34511675004615,105.33244295901386,105.96794116700767,106.96530591702322,103.86466016701888,103.86466016701888,103.86787908368666,103.86466016701888,103.86466016701888,103.86466016701888,103.86787908368666,103.86466016701888,108.98654770903522,109.68631020904286,111.76450358401053,115.79149900004268,109.68631020904286,109.68631020904286,114.81877429201268,110.11937950004358,111.15831825003261,111.76450358401053,112.78339133400004,109.68631020904286,109.68631020904286,109.65505520901642,109.68631020904286,109.68631020904286,109.68631020904286,109.65505520901642,109.68631020904286,109.68631020904286,114.81877429201268,109.68631020904286,114.81877429201268,114.8660679589957,115.50072291702963,109.68631020904286,1,1,0.854414250003174,reldom2_s025,001,2025-03-07_10h30.41.375,What-B-Scan_AC,2022.2.5,None,
