Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.459572041999991,7.459572041999991,2,0.6494262919999301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.227742833666746,8.321120417000088,8.321120417000088,8.321120417000088,8.227742833666746,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.277742833666746,8.321120417000088,8.321120417000088,8.321120417000088,8.277742833666746,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,8.321120417000088,13.499687625000092,13.499687625000092,14.569473833000075,None,0,,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_F_loud.wav,stimulus/audwhat_stim/string cello_low-pitch_D_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Category,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,14.569473833000075,14.569473833000075,14.569473833000075,14.569473833000075,14.569473833000075,14.569473833000075,14.569473833000075,14.569473833000075,14.496694625000055,14.569473833000075,14.569473833000075,14.569473833000075,14.496694625000055,14.569473833000075,14.569473833000075,14.569473833000075,16.654955000000086,20.522737542000073,14.569473833000075,14.569473833000075,19.883773958000006,14.569473833000075,14.569473833000075,14.569473833000075,14.569473833000075,15.022877875000063,16.066984750000074,14.99438295866675,,16.654955000000086,17.701768625,16.625934249666685,,14.569473833000075,19.883773958000006,14.569473833000075,19.883773958000006,19.798288958000057,20.771657167000058,14.569473833000075,2,0,2.1934588329999087,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion mallet_low-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Category,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,20.771657167000058,20.771657167000058,20.771657167000058,20.771657167000058,20.771657167000058,20.771657167000058,20.771657167000058,20.771657167000058,20.695664083333334,20.771657167000058,20.771657167000058,20.771657167000058,20.695664083333334,20.771657167000058,20.771657167000058,20.771657167000058,22.860639542000058,26.72549012500008,20.771657167000058,20.771657167000058,26.04541958300001,20.771657167000058,20.771657167000058,20.771657167000058,20.771657167000058,21.227226000000087,22.270413708000092,21.198384249666688,22.270413708000092,22.860639542000058,23.909500292000075,22.832157249666707,,20.771657167000058,26.04541958300001,20.771657167000058,26.04541958300001,26.005871082999988,26.974167875000035,20.771657167000058,2,1,1.4805665409999165,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/string cello_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Pitch,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,26.974167875000035,26.974167875000035,26.974167875000035,26.974167875000035,26.974167875000035,26.974167875000035,26.974167875000035,26.974167875000035,26.898871666333328,26.974167875000035,26.974167875000035,26.974167875000035,26.898871666333328,26.974167875000035,26.974167875000035,26.974167875000035,29.079738333000023,32.92478895800002,26.974167875000035,26.974167875000035,32.2811962080001,26.974167875000035,26.974167875000035,26.974167875000035,26.974167875000035,27.433731792000003,28.485297667000054,27.404449249666655,28.439418750000073,29.079738333000023,30.132920417000037,29.04995737466676,,26.974167875000035,32.2811962080001,26.974167875000035,32.2811962080001,32.19438466700001,33.175973500000055,26.974167875000035,2,1,2.1832750829998986,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Pitch,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,33.175973500000055,33.175973500000055,33.175973500000055,33.175973500000055,33.175973500000055,33.175973500000055,33.175973500000055,33.175973500000055,33.098214375333335,33.175973500000055,33.175973500000055,33.175973500000055,33.098214375333335,33.175973500000055,33.175973500000055,33.175973500000055,35.279876708000074,39.12266199999999,33.175973500000055,33.175973500000055,38.47975491700004,33.175973500000055,33.175973500000055,33.175973500000055,33.175973500000055,33.634835124999995,34.68723420800006,33.606096083666685,,35.279876708000074,36.331811833000074,35.25100224966674,36.28670650000004,33.175973500000055,38.47975491700004,33.175973500000055,38.47975491700004,38.39342212500003,39.39450341700001,33.175973500000055,1,1,1.5676414999999224,,reldom2_s015,001,2025-02-14_14h16.25.370,audwhat_practice_AC,2022.2.5,None,
