trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,text2.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.576171916036401,7.576171916036401,2,0.7997196249780245,,,reldom2_s026,001,2025-03-06_15h45.35.919,What-A-Scan_AC,2022.2.5,None,
,,,,,,,,8.411486666009296,8.411486666009296,,,,,,,
