Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.302810791000184,10.302810791000184,2,1.0764561249998224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.480646541000034,11.582938958000113,11.582938958000113,11.582938958000113,11.480646541000034,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.530646541000033,11.582938958000113,11.582938958000113,11.582938958000113,11.530646541000033,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,11.582938958000113,16.789945791000036,16.789945791000036,17.817600833000142,None,0,,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_F_loud.wav,stimulus/audwhat_stim/string cello_low-pitch_D_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Category,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,17.817600833000142,17.817600833000142,17.817600833000142,17.817600833000142,17.817600833000142,17.817600833000142,17.817600833000142,17.817600833000142,17.741775458000028,17.817600833000142,17.817600833000142,17.817600833000142,17.741775458000028,17.817600833000142,17.817600833000142,17.817600833000142,19.894048541000075,23.765016416000208,17.817600833000142,17.817600833000142,23.092604541000128,17.817600833000142,17.817600833000142,17.817600833000142,17.817600833000142,18.273702791000005,19.31047066600013,18.244561374666787,,19.894048541000075,20.9317667910002,19.86558387466677,,17.817600833000142,23.092604541000128,17.817600833000142,23.092604541000128,23.05324729100016,24.01326558300002,17.817600833000142,1,1,1.0924374169997009,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion mallet_low-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Category,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,24.01326558300002,24.01326558300002,24.01326558300002,24.01326558300002,24.01326558300002,24.01326558300002,24.01326558300002,24.01326558300002,23.9376374993334,24.01326558300002,24.01326558300002,24.01326558300002,23.9376374993334,24.01326558300002,24.01326558300002,24.01326558300002,26.09536054099999,29.96089700000016,24.01326558300002,24.01326558300002,29.29078929100001,24.01326558300002,24.01326558300002,24.01326558300002,24.01326558300002,24.466983750000054,25.511570833000178,24.43713983266686,25.511570833000178,26.09536054099999,27.133945708000056,26.06582287466678,,24.01326558300002,29.29078929100001,24.01326558300002,29.29078929100001,29.20624762500006,30.167737708000004,24.01326558300002,2,1,1.2010531669998272,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/string cello_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Pitch,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,30.167737708000004,30.167737708000004,30.167737708000004,30.167737708000004,30.167737708000004,30.167737708000004,30.167737708000004,30.167737708000004,30.094230333333492,30.167737708000004,30.167737708000004,30.167737708000004,30.094230333333492,30.167737708000004,30.167737708000004,30.167737708000004,32.254495500000075,36.148311250000006,30.167737708000004,30.167737708000004,35.472517458000084,30.167737708000004,30.167737708000004,30.167737708000004,30.167737708000004,30.62283087500009,31.666011916000116,30.594101582666795,31.666011916000116,32.254495500000075,33.30313183300018,32.22584279166678,,30.167737708000004,35.472517458000084,30.167737708000004,35.472517458000084,35.38780150000002,36.35735412500003,30.167737708000004,2,1,0.7500753339998028,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Pitch,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,36.35735412500003,36.35735412500003,36.35735412500003,36.35735412500003,36.35735412500003,36.35735412500003,36.35735412500003,36.35735412500003,36.28164458333334,36.35735412500003,36.35735412500003,36.35735412500003,36.28164458333334,36.35735412500003,36.35735412500003,36.35735412500003,38.440551625000126,42.33308445800003,36.35735412500003,36.35735412500003,41.65996237500008,36.35735412500003,36.35735412500003,36.35735412500003,36.35735412500003,36.81090950000021,37.85458925000012,36.782739457666835,,38.440551625000126,39.488124208000045,38.411772166666665,39.488124208000045,36.35735412500003,41.65996237500008,36.35735412500003,41.65996237500008,41.5749645410001,42.55984641600003,36.35735412500003,2,0,0.8832648749998953,,reldom2_s006,001,2025-01-31_14h29.57.913,audwhat_practice_AC,2022.2.5,None,
