trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,text2.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.589393875000042,8.589393875000042,2,1.6137442909998754,,,reldom2_s039,001,2025-03-19_16h18.41.023,Aud-B-Scan_AC,2022.2.5,None,
,,,,,,,,10.23800320800001,10.23800320800001,,,,,,,
