Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.885565500007942,12.885565500007942,2,1.9599703329149634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,14.978411750433347,15.1012526670238,15.1012526670238,15.1012526670238,14.978411750433347,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.045078417100013,15.1012526670238,15.1012526670238,15.1012526670238,15.045078417100013,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,15.1012526670238,20.25255641702097,20.25255641702097,21.325230792048387,None,0,,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_280h.wav,stimulus/audwhere_stim/right_toward_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Direction,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,21.325230792048387,21.325230792048387,21.325230792048387,21.325230792048387,21.325230792048387,21.325230792048387,21.325230792048387,21.325230792048387,21.236818000068887,21.325230792048387,21.325230792048387,21.325230792048387,21.236818000068887,21.325230792048387,21.325230792048387,21.325230792048387,23.41138275002595,27.272090417100117,21.325230792048387,21.325230792048387,26.650948708993383,21.325230792048387,21.325230792048387,21.325230792048387,21.325230792048387,21.795814000070095,22.855021417024545,21.76184412575482,,23.41138275002595,24.475316583993845,23.37695525068945,,21.325230792048387,26.650948708993383,21.325230792048387,26.650948708993383,26.555235292064026,27.53951600007713,21.325230792048387,1,1,3.0929191248724237,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_290h.wav,stimulus/audwhere_stim/right_toward_280h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Direction,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,27.53951600007713,27.53951600007713,27.53951600007713,27.53951600007713,27.53951600007713,27.53951600007713,27.53951600007713,27.53951600007713,27.449094958401595,27.53951600007713,27.53951600007713,27.53951600007713,27.449094958401595,27.53951600007713,27.53951600007713,27.53951600007713,29.610166417085566,33.49307870899793,27.53951600007713,27.53951600007713,32.831715875072405,27.53951600007713,27.53951600007713,27.53951600007713,27.53951600007713,27.994592084083706,29.05729487503413,27.960209833752984,,29.610166417085566,30.670742625021376,29.576029916705252,,27.53951600007713,32.831715875072405,27.53951600007713,32.831715875072405,32.73732645902783,33.714186042081565,27.53951600007713,1,1,1.541204083012417,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/right_away_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,33.714186042081565,33.714186042081565,33.714186042081565,33.714186042081565,33.714186042081565,33.714186042081565,33.714186042081565,33.714186042081565,33.62641204233126,33.714186042081565,33.714186042081565,33.714186042081565,33.62641204233126,33.714186042081565,33.714186042081565,33.714186042081565,35.81561716704164,39.66310195904225,33.714186042081565,33.714186042081565,39.00481429207139,33.714186042081565,33.714186042081565,33.714186042081565,33.714186042081565,34.167563792085275,35.216252834070474,34.13352566672644,35.166563167003915,35.81561716704164,36.851845834054984,35.78182975069309,,33.714186042081565,39.00481429207139,33.714186042081565,39.00481429207139,38.91008608404081,39.88162962498609,33.714186042081565,1,1,1.5105823748745024,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_away_280h.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,39.88162962498609,39.88162962498609,39.88162962498609,39.88162962498609,39.88162962498609,39.88162962498609,39.88162962498609,39.88162962498609,39.796435292375584,39.88162962498609,39.88162962498609,39.88162962498609,39.796435292375584,39.88162962498609,39.88162962498609,39.88162962498609,41.98808291705791,45.81974333408289,39.88162962498609,39.88162962498609,45.205623542075045,39.88162962498609,39.88162962498609,39.88162962498609,39.88162962498609,40.33563279209193,41.388419958995655,40.30172370869356,,41.98808291705791,43.046918209060095,41.954630208729455,,39.88162962498609,45.205623542075045,39.88162962498609,45.205623542075045,45.11088758404367,46.10614050005097,39.88162962498609,1,1,2.100881665945053,,reldom2_s005,001,2025-01-30_14h30.17.435,audwhere_practice_AC,2022.2.5,None,
