trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,text2.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.0359986670082435,7.0359986670082435,2,1.6889212500536814,,,reldom2_s029,001,2025-03-03_14h05.47.732,Where-B-Scan_AC,2022.2.5,None,
,,,,,,,,8.74335395800881,8.74335395800881,,,,,,,
