Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.670193959002063,6.670193959002063,2,1.3425747080000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.135268916668672,8.233631875002175,8.233631875002175,8.233631875002175,8.135268916668672,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.185268916668672,8.233631875002175,8.233631875002175,8.233631875002175,8.185268916668672,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,8.233631875002175,13.41454304200306,13.41454304200306,14.468662209001195,None,0,,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_F_loud.wav,stimulus/audwhat_stim/string cello_low-pitch_D_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Category,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,14.468662209001195,14.468662209001195,14.468662209001195,14.468662209001195,14.468662209001195,14.468662209001195,14.468662209001195,14.468662209001195,14.401827959000366,14.468662209001195,14.468662209001195,14.468662209001195,14.401827959000366,14.468662209001195,14.468662209001195,14.468662209001195,16.55577287500273,20.41366995900171,14.468662209001195,14.468662209001195,19.75115829200149,14.468662209001195,14.468662209001195,14.468662209001195,14.468662209001195,14.958779542001139,16.02309037500163,14.930935375669167,,16.55577287500273,17.62166279200028,16.52692604166829,,14.468662209001195,19.75115829200149,14.468662209001195,19.75115829200149,19.712112834000436,20.6543282920029,14.468662209001195,1,1,2.1245246660000703,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion mallet_low-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Category,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,20.6543282920029,20.6543282920029,20.6543282920029,20.6543282920029,20.6543282920029,20.6543282920029,20.6543282920029,20.6543282920029,20.585803833333678,20.6543282920029,20.6543282920029,20.6543282920029,20.585803833333678,20.6543282920029,20.6543282920029,20.6543282920029,22.739701917002094,26.597977291999996,20.6543282920029,20.6543282920029,25.93588154200188,20.6543282920029,20.6543282920029,20.6543282920029,20.6543282920029,21.142471209001087,22.207796334001614,21.114746500669085,22.163451542000985,22.739701917002094,23.808282000001782,22.7118646256679,,20.6543282920029,25.93588154200188,20.6543282920029,25.93588154200188,25.896729916999902,26.83928279200336,20.6543282920029,2,1,0.9774120419970131,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/string cello_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Pitch,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,26.83928279200336,26.83928279200336,26.83928279200336,26.83928279200336,26.83928279200336,26.83928279200336,26.83928279200336,26.83928279200336,26.770145833334148,26.83928279200336,26.83928279200336,26.83928279200336,26.770145833334148,26.83928279200336,26.83928279200336,26.83928279200336,28.93852275000245,32.785446000001684,26.83928279200336,26.83928279200336,32.1180042920023,26.83928279200336,26.83928279200336,26.83928279200336,26.83928279200336,27.28703837500143,28.358386750001955,27.25889533366741,28.313943500001187,28.93852275000245,29.967925542001467,28.910265791666703,,26.83928279200336,32.1180042920023,26.83928279200336,32.1180042920023,32.07873029199982,33.028228292001586,26.83928279200336,2,1,1.1751632499981497,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Pitch,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,33.028228292001586,33.028228292001586,33.028228292001586,33.028228292001586,33.028228292001586,33.028228292001586,33.028228292001586,33.028228292001586,32.95815183333446,33.028228292001586,33.028228292001586,33.028228292001586,32.95815183333446,33.028228292001586,33.028228292001586,33.028228292001586,35.12707966700327,38.97099525000158,33.028228292001586,33.028228292001586,38.34273070900235,33.028228292001586,33.028228292001586,33.028228292001586,33.028228292001586,33.47511404200122,34.50214591700205,33.44683562566958,,35.12707966700327,36.19941150000159,35.09903691666865,36.1547825000016,33.028228292001586,38.34273070900235,33.028228292001586,38.34273070900235,38.25861304200225,39.233731416999944,33.028228292001586,1,1,0.9919230830018932,,reldom2_s035,001,2025-03-13_16h39.23.615,audwhat_practice_AC,2022.2.5,None,
