3.9941 	WARNING 	Requested an unavailable screen number - using first available.
3.9956 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [800, 600]. Using actual size
5.0591 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.0601 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe73b12c520>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe6e21cae80>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.0604 	EXP 	window1: mouseVisible = True
5.0612 	EXP 	window1: mouseVisible = False
5.0613 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
5.0614 	EXP 	window1: recordFrameIntervals = False
5.1416 	EXP 	window1: recordFrameIntervals = True
5.9765 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

7.4055 	EXP 	Created text_start = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_start', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press 2 when you are ready to begin.', units='height', win=Window(...), wrapWidth=1)
7.4058 	EXP 	Created text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.4115 	EXP 	Created cue_file1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue_file1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.4140 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.4164 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.4189 	EXP 	Created sound_icon1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.5528 	EXP 	Sound sound_1 set volume 1.000
7.5563 	EXP 	Created sound_icon2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.5568 	EXP 	Sound sound_2 set volume 1.000
7.6235 	EXP 	Created image_blank_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='stimulus/viswhere_stim/blank_white.png', interpolate=True, mask=None, maskParams=None, name='image_blank_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), texRes=128.0, units='height', win=Window(...))
7.6254 	EXP 	Created fixation_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='x', units='height', win=Window(...), wrapWidth=1)
7.6286 	EXP 	Created cue_file2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue_file2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6313 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6340 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6366 	EXP 	Created sound_icon3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon3', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6370 	EXP 	Sound sound_3 set volume 1.000
7.6396 	EXP 	Created sound_icon4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon4', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6399 	EXP 	Sound sound_4 set volume 1.000
7.6426 	EXP 	Created response_yes = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='response_yes', opacity=0.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6451 	EXP 	Created response_no = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='response_no', opacity=0.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.7084 	EXP 	Created iti_blank = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, image='stimulus/viswhere_stim/blank_white.png', interpolate=True, mask=None, maskParams=None, name='iti_blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
7.7128 	WARNING 	t of last frame was 1736.51ms (=1/0)
7.7128 	EXP 	text_start: autoDraw = True
8.4074 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
8.4075 	EXP 	New trial (rep=0, index=0): None
8.4113 	DATA 	Keypress: 2
8.4129 	EXP 	text_start: autoDraw = False
8.4129 	EXP 	text2: height = 0.05
8.4129 	EXP 	text2: height = 0.05
8.4129 	EXP 	text2: height = 0.05
8.4129 	EXP 	text2: text = 'X'
8.4129 	EXP 	text2: autoDraw = True
25.7052 	EXP 	New trial (rep=1, index=0): None
25.7183 	EXP 	text2: autoDraw = False
25.7183 	EXP 	text2: text = 'X'
25.7183 	EXP 	text2: autoDraw = True
25.7219 	DATA 	Keypress: 5
27.0261 	DATA 	Keypress: 1
27.0270 	DATA 	Keypress: 2
27.7063 	EXP 	New trial (rep=2, index=0): None
27.7094 	EXP 	text2: autoDraw = False
27.7094 	EXP 	text2: text = 'X'
27.7094 	EXP 	text2: autoDraw = True
27.7106 	DATA 	Keypress: 5
29.7131 	EXP 	New trial (rep=3, index=0): None
29.7178 	DATA 	Keypress: 5
29.7267 	EXP 	text2: autoDraw = False
29.7267 	EXP 	text2: text = 'X'
29.7267 	EXP 	text2: autoDraw = True
31.7061 	DATA 	Keypress: 5
31.7452 	EXP 	Imported Vis-A_AC.csv as conditions, 65 conditions, 44 params
31.7456 	EXP 	Created sequence: sequential, trialTypes=65, nReps=1, seed=None
31.7460 	EXP 	New trial (rep=0, index=0): OrderedDict([('Trial', 0), ('Order', 0.0), ('Block', None), ('Type', 'fixation'), ('Stimuli_File1', 'stimulus/viswhat_stim/blank_white.png'), ('Stimuli_File2', 'stimulus/viswhat_stim/blank_white.png'), ('Stimuli_File3', 'stimulus/viswhere_stim/blank_white.png'), ('Stimuli_File4', 'stimulus/viswhere_stim/blank_white.png'), ('Cue_File1', 'stimulus/viswhat_stim/blank_white.png'), ('Cue_File2', 'stimulus/viswhat_stim/blank_white.png'), ('Response_File_Yes', 'stimulus/viswhat_stim/blank_white.png'), ('Response_File_No', 'stimulus/viswhat_stim/blank_white.png'), ('Match', 0.0), ('Cue_Dimension', 0.0), ('Pair1_Dimension', 0.0), ('Pair2_Dimension', 0.0), ('Key', 0), ('Cue1_Duration', 0.0), ('Cue1_Onset', 0), ('Cue2_Duration', 0.0), ('Cue2_Onset', 0), ('ResponseYes_Duration', 0.0), ('ResponseYes_Onset', 0), ('ResponseNo_Duration', 0.0), ('ResponseNo_Onset', 0), ('ITI_Within', 0.0), ('ITI_Between', 0.0), ('Image1_Duration', 0), ('Image1_Onset', 0.0), ('Image2_Duration', 0), ('Image2_Onset', 0.0), ('Image3_Duration', 0), ('Image3_Onset', 0.0), ('Image4_Duration', 0), ('Image4_Onset', 0.0), ('Sound1_Duration', 0), ('Sound1_Onset', 0), ('Sound2_Duration', 0), ('Sound2_Onset', 0), ('Sound3_Duration', 0), ('Sound3_Onset', 0), ('Sound4_Duration', 0), ('Sound4_Onset', 0), ('Fixation_Duration', 16)])
31.8155 	EXP 	Sound sound_1 started
31.8026 	EXP 	Sound sound_1 stopped
31.8155 	EXP 	Sound sound_2 started
31.8029 	EXP 	Sound sound_2 stopped
31.9155 	EXP 	Sound sound_3 started
31.9054 	EXP 	Sound sound_3 stopped
31.9155 	EXP 	Sound sound_4 started
31.9057 	EXP 	Sound sound_4 stopped
31.9087 	WARNING 	t of last frame was 193.14ms (=1/5)
31.9087 	EXP 	text2: autoDraw = False
31.9087 	EXP 	cue_file1: ori = 0.0
31.9087 	EXP 	cue_file1: image = 'stimulus/viswhat_stim/blank_white.png'
31.9087 	EXP 	image_1: ori = 0.0
31.9087 	EXP 	image_1: image = 'stimulus/viswhat_stim/blank_white.png'
31.9087 	EXP 	image_2: ori = 0.0
31.9087 	EXP 	image_2: image = 'stimulus/viswhat_stim/blank_white.png'
31.9087 	EXP 	sound_icon1: ori = 0.0
31.9087 	EXP 	sound_icon1: image = 'stimulus/audwhere_stim/sound_icon.png'
31.9087 	EXP 	sound_icon2: ori = 0.0
31.9087 	EXP 	sound_icon2: image = 'stimulus/audwhere_stim/sound_icon.png'
31.9087 	EXP 	cue_file1: autoDraw = True
31.9087 	EXP 	cue_file1: autoDraw = False
31.9087 	EXP 	image_1: autoDraw = True
31.9087 	EXP 	image_1: autoDraw = False
31.9087 	EXP 	image_2: autoDraw = True
31.9087 	EXP 	image_2: autoDraw = False
31.9087 	EXP 	sound_icon1: autoDraw = True
31.9087 	EXP 	sound_icon1: autoDraw = False
31.9087 	EXP 	sound_icon2: autoDraw = True
31.9087 	EXP 	sound_icon2: autoDraw = False
31.9087 	EXP 	cue_file1: autoDraw = False
31.9087 	EXP 	image_1: autoDraw = False
31.9087 	EXP 	image_2: autoDraw = False
31.9087 	EXP 	sound_icon1: autoDraw = False
31.9087 	EXP 	sound_icon2: autoDraw = False
31.9087 	EXP 	image_blank_1: autoDraw = True
31.9087 	EXP 	image_blank_1: autoDraw = False
31.9087 	EXP 	image_blank_1: autoDraw = False
31.9087 	EXP 	cue_file2: ori = 0.0
31.9087 	EXP 	cue_file2: image = 'stimulus/viswhat_stim/blank_white.png'
31.9087 	EXP 	image_3: ori = 0.0
31.9087 	EXP 	image_3: image = 'stimulus/viswhere_stim/blank_white.png'
31.9087 	EXP 	image_4: ori = 0.0
31.9087 	EXP 	image_4: image = 'stimulus/viswhere_stim/blank_white.png'
31.9087 	EXP 	sound_icon3: ori = 0.0
31.9087 	EXP 	sound_icon3: image = 'stimulus/audwhere_stim/sound_icon.png'
31.9087 	EXP 	sound_icon4: ori = 0.0
31.9087 	EXP 	sound_icon4: image = 'stimulus/audwhere_stim/sound_icon.png'
31.9087 	EXP 	response_yes: ori = 0.0
31.9087 	EXP 	response_no: ori = 0.0
31.9087 	EXP 	image_3: texRes = 128.0
31.9087 	EXP 	image_4: texRes = 128.0
31.9087 	EXP 	cue_file2: texRes = 128.0
31.9087 	EXP 	response_yes: texRes = 128.0
31.9087 	EXP 	response_no: texRes = 128.0
31.9087 	EXP 	fixation_text: autoDraw = True
31.9087 	EXP 	cue_file2: autoDraw = True
