Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,left_text.started,left_text.stopped,right_text.started,right_text.stopped,cue_file2.started,cue_file2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,fixation_text.stopped,iti_blank.started,iti_blank.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.09501033399965,42.09501033399965,2,0.9045487490002415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,2,,,,,0,0,0,0,,,,,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.11578141666666,43.15306083400037,43.15306083400037,43.15306083400037,43.11578141666666,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.13244808333332,43.15306083400037,43.13244808333332,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,43.15306083400037,45.15529525000011,48.45513862500002,48.45513862500002,None,0,,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
1,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_270h.wav,stimulus/audwhere_stim/left_toward_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/soundcheck_stim/left_box.png,stimulus/soundcheck_stim/left_yes.png,stimulus/soundcheck_stim/left_no.png,None,Left,None,Left,1,0,0,5.25,0,5.25,0,5.25,0,0,0.75,0,0,0,0,5.25,0,0.0,0,0,0,0,0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,48.45513862500002,48.45513862500002,48.45513862500002,48.45513862500002,48.45513862500002,48.45513862500002,48.45513862500002,48.45513862500002,48.439424750333124,48.45513862500002,48.45513862500002,48.45513862500002,48.439424750333124,48.45513862500002,48.45513862500002,48.45513862500002,50.566752334000284,54.42994212500025,48.45513862500002,48.45513862500002,53.71154875000002,48.45513862500002,48.45513862500002,48.45513862500002,53.71154875000002,48.94907479166683,,50.56970745866671,,48.45513862500002,53.71154875000002,48.45513862500002,53.71154875000002,48.45513862500002,53.70276841700024,54.52153787500038,1,1,0.6287086239999553,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
2,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_away_280h.wav,stimulus/audwhere_stim/right_away_280h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/soundcheck_stim/right_box.png,stimulus/soundcheck_stim/right_yes.png,stimulus/soundcheck_stim/right_no.png,None,Right,None,Right,1,0,0,5.25,0,5.25,0,5.25,0,0,0.75,0,0,0,0,0.0,0,5.25,0,0,0,0,0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,54.52153787500038,54.52153787500038,54.52153787500038,54.52153787500038,54.52153787500038,54.52153787500038,54.52153787500038,54.52153787500038,54.50718158366686,54.52153787500038,54.52153787500038,54.52153787500038,54.50718158366686,54.52153787500038,54.52153787500038,54.52153787500038,56.62878912499991,60.501772084000095,54.52153787500038,54.52153787500038,54.52153787500038,54.52153787500038,59.770408834000136,54.52153787500038,59.770408834000136,55.01478712566656,,56.62942091666697,,54.52153787500038,59.770408834000136,54.52153787500038,59.770408834000136,54.52153787500038,59.761570334000226,60.5833930419999,1,1,1.0076103330002297,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
3,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_away_300h.wav,stimulus/audwhere_stim/left_away_300h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/soundcheck_stim/left_box.png,stimulus/soundcheck_stim/left_yes.png,stimulus/soundcheck_stim/left_no.png,None,Left,None,Left,1,0,0,5.25,0,5.25,0,5.25,0,0,0.75,0,0,0,0,5.25,0,0.0,0,0,0,0,0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,60.5833930419999,60.5833930419999,60.5833930419999,60.5833930419999,60.5833930419999,60.5833930419999,60.5833930419999,60.5833930419999,60.56843875066676,60.5833930419999,60.5833930419999,60.5833930419999,60.56843875066676,60.5833930419999,60.5833930419999,60.5833930419999,62.69467195900006,66.56583533399998,60.5833930419999,60.5833930419999,65.83065183400004,60.5833930419999,60.5833930419999,60.5833930419999,65.83065183400004,61.07756937566661,62.07495224999957,62.69734337566639,,60.5833930419999,65.83065183400004,60.5833930419999,65.83065183400004,60.5833930419999,65.82013425000014,66.6494421249995,1,1,2.0976838329997918,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
4,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_toward_250h.wav,stimulus/audwhere_stim/right_toward_250h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/soundcheck_stim/right_box.png,stimulus/soundcheck_stim/right_yes.png,stimulus/soundcheck_stim/right_no.png,None,Right,None,Right,1,0,0,5.25,0,5.25,0,5.25,0,0,0.75,0,0,0,0,0.0,0,5.25,0,0,0,0,0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,66.6494421249995,66.6494421249995,66.6494421249995,66.6494421249995,66.6494421249995,66.6494421249995,66.6494421249995,66.6494421249995,66.63250200066665,66.6494421249995,66.6494421249995,66.6494421249995,66.63250200066665,66.6494421249995,66.6494421249995,66.6494421249995,68.77090199999975,72.6299320840003,66.6494421249995,66.6494421249995,66.6494421249995,66.6494421249995,71.89855099999977,66.6494421249995,71.89855099999977,67.13359091666622,,68.77097562566702,,66.6494421249995,71.89855099999977,66.6494421249995,71.89855099999977,66.6494421249995,71.88961520899966,72.6624874590002,1,1,1.5429616660003376,,reldom2_s013,001,2025-02-14_12h38.43.032,soundcheck2_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6624874590002,,,,,,,
