Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76079241700063,7.76079241700063,2,3.8763523749985325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.765852041664282,11.861439042000711,11.861439042000711,11.861439042000711,11.765852041664282,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.815852041664282,11.861439042000711,11.861439042000711,11.861439042000711,11.815852041664282,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,11.861439042000711,17.03800254199814,17.03800254199814,18.092106083000544,None,0,,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_280h.wav,stimulus/audwhere_stim/right_toward_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Direction,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,18.092106083000544,18.092106083000544,18.092106083000544,18.092106083000544,18.092106083000544,18.092106083000544,18.092106083000544,18.092106083000544,18.02463979200038,18.092106083000544,18.092106083000544,18.092106083000544,18.02463979200038,18.092106083000544,18.092106083000544,18.092106083000544,20.206771166998806,24.232012417000078,18.092106083000544,18.092106083000544,23.37420545799978,18.092106083000544,18.092106083000544,18.092106083000544,18.092106083000544,18.57695083299768,19.636215582999284,18.549523499667217,,20.206771166998806,21.26551287500115,20.179427124665622,,18.092106083000544,23.37420545799978,18.092106083000544,23.37420545799978,23.291866625000694,24.232012417000078,18.092106083000544,1,1,1.7505419160006568,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_290h.wav,stimulus/audwhere_stim/left_away_280h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Side,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,24.232012417000078,24.232012417000078,24.232012417000078,24.232012417000078,24.232012417000078,24.232012417000078,24.232012417000078,24.232012417000078,24.164981750333148,24.232012417000078,24.232012417000078,24.232012417000078,24.164981750333148,24.232012417000078,24.232012417000078,24.232012417000078,26.347568749999482,30.18032804199902,24.232012417000078,24.232012417000078,29.52244979199895,24.232012417000078,24.232012417000078,24.232012417000078,24.232012417000078,24.716645291999157,25.774639291998028,24.689211541666978,,26.347568749999482,27.40726391700082,26.319743499665734,,24.232012417000078,29.52244979199895,24.232012417000078,29.52244979199895,29.43956604199775,30.380309624997608,24.232012417000078,2,1,2.0905625829982455,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/right_away_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,30.380309624997608,30.380309624997608,30.380309624997608,30.380309624997608,30.380309624997608,30.380309624997608,30.380309624997608,30.380309624997608,30.31366137533235,30.380309624997608,30.380309624997608,30.380309624997608,30.31366137533235,30.380309624997608,30.380309624997608,30.380309624997608,32.48885337499814,36.359118583000964,30.380309624997608,30.380309624997608,35.66154308299883,30.380309624997608,30.380309624997608,30.380309624997608,30.380309624997608,30.86754341699998,31.91688054199767,30.84031124966738,31.873169541999232,32.48885337499814,33.54612470799839,32.461664541664746,,30.380309624997608,35.66154308299883,30.380309624997608,35.66154308299883,35.62272037499861,36.55886808300056,30.380309624997608,1,1,1.1614668749971315,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_away_280h.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,36.55886808300056,36.55886808300056,36.55886808300056,36.55886808300056,36.55886808300056,36.55886808300056,36.55886808300056,36.55886808300056,36.492451916334296,36.55886808300056,36.55886808300056,36.55886808300056,36.492451916334296,36.55886808300056,36.55886808300056,36.55886808300056,38.67476391699893,42.51885949999996,36.55886808300056,36.55886808300056,41.858777333000035,36.55886808300056,36.55886808300056,36.55886808300056,36.55886808300056,37.04224070800046,38.100847916997736,37.01503529166463,,38.67476391699893,39.735808624998754,38.646911499665535,,36.55886808300056,41.858777333000035,36.55886808300056,41.858777333000035,41.77550049999991,42.739063166998676,36.55886808300056,1,1,1.8748182499984978,,reldom2_s034,001,2025-03-13_15h21.20.932,audwhere_practice_AC,2022.2.5,None,
