Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.260642999999618,7.260642999999618,2,2.0230584179998914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.41145783266608,9.50155891600025,9.50155891600025,9.50155891600025,9.41145783266608,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.461457832666081,9.50155891600025,9.50155891600025,9.50155891600025,9.461457832666081,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,9.50155891600025,14.690543832999538,14.690543832999538,15.745288207999693,None,0,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_280h.wav,stimulus/audwhere_stim/right_toward_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Direction,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,15.745288207999693,15.745288207999693,15.745288207999693,15.745288207999693,15.745288207999693,15.745288207999693,15.745288207999693,15.745288207999693,15.67820950000023,15.745288207999693,15.745288207999693,15.745288207999693,15.67820950000023,15.745288207999693,15.745288207999693,15.745288207999693,17.85620820799977,21.703680624999834,15.745288207999693,15.745288207999693,21.036803457999667,15.745288207999693,15.745288207999693,15.745288207999693,15.745288207999693,16.19974004100004,17.23103620799975,16.16833879166667,,17.85620820799977,18.887745874999382,17.82813312466648,,15.745288207999693,21.036803457999667,15.745288207999693,21.036803457999667,20.952421291000064,21.909122541000215,15.745288207999693,1,1,2.1125117920000775,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_290h.wav,stimulus/audwhere_stim/left_away_280h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Side,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,21.909122541000215,21.909122541000215,21.909122541000215,21.909122541000215,21.909122541000215,21.909122541000215,21.909122541000215,21.909122541000215,21.837013958333166,21.909122541000215,21.909122541000215,21.909122541000215,21.837013958333166,21.909122541000215,21.909122541000215,21.909122541000215,23.98350958299943,27.86258529099996,21.909122541000215,21.909122541000215,27.1872280409998,21.909122541000215,21.909122541000215,21.909122541000215,21.909122541000215,22.366722415999902,23.399855957999534,22.338023874666092,,23.98350958299943,25.022469374999673,23.95485204166677,,21.909122541000215,27.1872280409998,21.909122541000215,27.1872280409998,27.14780249999967,28.108111458000167,21.909122541000215,2,1,1.1741844589996617,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/right_away_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,28.108111458000167,28.108111458000167,28.108111458000167,28.108111458000167,28.108111458000167,28.108111458000167,28.108111458000167,28.108111458000167,28.034957666333078,28.108111458000167,28.108111458000167,28.108111458000167,28.034957666333078,28.108111458000167,28.108111458000167,28.108111458000167,30.222760499999822,34.063791333000154,28.108111458000167,28.108111458000167,33.386365499999556,28.108111458000167,28.108111458000167,28.108111458000167,28.108111458000167,28.564751375000014,29.592701583000235,28.536400624666626,29.592701583000235,30.222760499999822,31.262495124999987,30.194253707666817,,28.108111458000167,33.386365499999556,28.108111458000167,33.386365499999556,33.34643741599939,34.311605457999576,28.108111458000167,1,1,1.250853874999848,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_away_280h.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,34.311605457999576,34.311605457999576,34.311605457999576,34.311605457999576,34.311605457999576,34.311605457999576,34.311605457999576,34.311605457999576,34.23696470833341,34.311605457999576,34.311605457999576,34.311605457999576,34.23696470833341,34.311605457999576,34.311605457999576,34.311605457999576,36.39875475000008,40.259684458000265,34.311605457999576,34.311605457999576,39.62265924999974,34.311605457999576,34.311605457999576,34.311605457999576,34.311605457999576,34.76323624999986,35.811115999999856,34.73475745766633,,36.39875475000008,37.44349383299959,36.369892999666504,,34.311605457999576,39.62265924999974,34.311605457999576,39.62265924999974,39.536967541000195,40.52982108299966,34.311605457999576,1,1,1.3610269589999007,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,5,5,5,,,,,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.43263204133303,40.52982108299966,40.52982108299966,40.52982108299966,40.43263204133303,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.48263204133303,40.52982108299966,40.52982108299966,40.52982108299966,40.48263204133303,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,40.52982108299966,45.717081875000076,45.717081875000076,46.695324833000086,None,0,,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
5,Second_Order,1.0,audwhere,stimulus/audwhere_stim/right_toward_270h.wav,stimulus/audwhere_stim/left_toward_280h.wav,stimulus/audwhere_stim/left_away_270h.wav,stimulus/audwhere_stim/right_away_290h.wav,stimulus/audwhere_stim/match_blank.png,stimulus/audwhere_stim/match_box.png,stimulus/audwhere_stim/match_yes.png,stimulus/audwhere_stim/match_no.png,1.0,Match,Direction,Direction,1,5.25,0,5.25,0,5.25,0,5.25,0,0.75,0.75,0,0,0,0,0,0,0,0,1,0.5,1,2.125,1,0.5,1,2.125,0,,,,,0,6,6,6,,,,,46.695324833000086,51.9427346249995,46.695324833000086,46.695324833000086,46.695324833000086,46.695324833000086,47.15270012499968,48.15081920800003,47.16527533266641,,48.77283383299982,49.77135170800011,48.78534566666646,,51.9427346249995,52.79522254099993,54.83410708300016,58.7084009579994,52.79522254099993,52.79522254099993,58.10918637499981,52.79522254099993,52.79522254099993,52.79522254099993,52.79522254099993,53.24677950000023,54.289284874999794,53.217794207666216,,54.83410708300016,55.88103924999996,54.805095791666886,,52.79522254099993,58.10918637499981,52.79522254099993,58.10918637499981,57.97698500000024,58.86415162499998,52.79522254099993,1,1,1.8855836669999917,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
6,Second_Order,1.0,audwhere,stimulus/audwhere_stim/left_toward_280h.wav,stimulus/audwhere_stim/left_away_290h.wav,stimulus/audwhere_stim/left_away_300h.wav,stimulus/audwhere_stim/right_away_270h.wav,stimulus/audwhere_stim/match_blank.png,stimulus/audwhere_stim/match_box.png,stimulus/audwhere_stim/match_yes.png,stimulus/audwhere_stim/match_no.png,1.0,Match,Side,Direction,2,5.25,0,5.25,0,5.25,0,5.25,0,0.75,0.75,0,0,0,0,0,0,0,0,1,0.5,1,2.125,1,0.5,1,2.125,0,,,,,0,7,7,7,,,,,58.86415162499998,64.1084329159994,58.86415162499998,58.86415162499998,58.86415162499998,58.86415162499998,59.312915790999796,60.29976262499986,59.32683924966683,,60.95081012499941,61.949380582999765,60.963758166666835,61.952765790999365,64.1084329159994,64.95683474999987,67.034327458,70.906638208,64.95683474999987,64.95683474999987,70.26638550000007,64.95683474999987,64.95683474999987,64.95683474999987,64.95683474999987,65.40731599999981,66.44812841600015,65.37857229166663,,67.034327458,68.08152816599977,67.0059179996663,,64.95683474999987,70.26638550000007,64.95683474999987,70.26638550000007,70.1353256249995,71.13519058299971,64.95683474999987,2,1,2.242700667000463,,reldom2_s040,001,2025-03-19_17h09.49.754,audwhere_practice_AC,2022.2.5,None,
