Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.153236375000233,8.153236375000233,2,0.7729711659994791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/viswhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.026870500000406,9.124172458999965,9.124172458999965,9.124172458999965,9.026870500000406,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.076870500000405,9.124172458999965,9.124172458999965,9.124172458999965,9.076870500000405,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,9.124172458999965,14.343303917000412,14.343303917000412,15.368065999999999,None,0,,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_F_loud.wav,stimulus/audwhat_stim/string cello_low-pitch_D_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Category,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,15.368065999999999,15.368065999999999,15.368065999999999,15.368065999999999,15.368065999999999,15.368065999999999,15.368065999999999,15.368065999999999,15.297279333999905,15.368065999999999,15.368065999999999,15.368065999999999,15.297279333999905,15.368065999999999,15.368065999999999,15.368065999999999,17.480917542000498,21.337825125000563,15.368065999999999,15.368065999999999,20.6701403750003,15.368065999999999,15.368065999999999,15.368065999999999,15.368065999999999,15.820073584000056,16.854828125000495,15.791030625666524,,17.480917542000498,18.517512917000204,17.45228183366659,,15.368065999999999,20.6701403750003,15.368065999999999,20.6701403750003,20.585250167000595,21.546187542000553,15.368065999999999,1,1,1.4311317490000874,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion mallet_low-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Category,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,21.546187542000553,21.546187542000553,21.546187542000553,21.546187542000553,21.546187542000553,21.546187542000553,21.546187542000553,21.546187542000553,21.471158458333896,21.546187542000553,21.546187542000553,21.546187542000553,21.471158458333896,21.546187542000553,21.546187542000553,21.546187542000553,23.653247834000467,27.512748334000207,21.546187542000553,21.546187542000553,26.84180404200015,21.546187542000553,21.546187542000553,21.546187542000553,21.546187542000553,21.99520529199981,23.02914687500015,21.967066375667187,23.02914687500015,23.653247834000467,24.690685125000527,23.624875875666717,,21.546187542000553,26.84180404200015,21.546187542000553,26.84180404200015,26.757640333999916,27.721777249999832,21.546187542000553,1,0,0.9916855410001517,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/string cello_high-pitch_Ftri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/category_box.png,stimulus/audwhat_stim/category_yes.png,stimulus/audwhat_stim/category_no.png,None,Category,None,Pitch,2,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,27.721777249999832,27.721777249999832,27.721777249999832,27.721777249999832,27.721777249999832,27.721777249999832,27.721777249999832,27.721777249999832,27.64608166733354,27.721777249999832,27.721777249999832,27.721777249999832,27.64608166733354,27.721777249999832,27.721777249999832,27.721777249999832,29.803225874999953,33.68313825000041,27.721777249999832,27.721777249999832,33.01025091700012,27.721777249999832,27.721777249999832,27.721777249999832,27.721777249999832,28.176774542000203,29.218389708999894,28.147861583667023,29.218389708999894,29.803225874999953,30.84607225000036,29.77493387566689,,27.721777249999832,33.01025091700012,27.721777249999832,33.01025091700012,32.92579900000055,33.89248399999997,27.721777249999832,2,1,0.9052487069993731,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhat,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/dummy.wav,stimulus/audwhat_stim/string viola_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/percussion xylophone_high-pitch_Dtri_loud.wav,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/pitch_box.png,stimulus/audwhat_stim/pitch_yes.png,stimulus/audwhat_stim/pitch_no.png,None,Pitch,None,Pitch,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,33.89248399999997,33.89248399999997,33.89248399999997,33.89248399999997,33.89248399999997,33.89248399999997,33.89248399999997,33.89248399999997,33.816471583333744,33.89248399999997,33.89248399999997,33.89248399999997,33.816471583333744,33.89248399999997,33.89248399999997,33.89248399999997,35.96835629199995,39.846840791999966,33.89248399999997,33.89248399999997,39.174709584000084,33.89248399999997,33.89248399999997,33.89248399999997,33.89248399999997,34.34723091700016,35.38255625000056,34.317526708666506,,35.96835629199995,37.01244820900047,35.93943329166656,37.01244820900047,33.89248399999997,39.174709584000084,33.89248399999997,39.174709584000084,39.09024979200058,40.07876487500016,33.89248399999997,1,1,0.7999999580006261,,reldom2_s008,001,2025-02-06_12h31.58.091,audwhat_practice_AC,2022.2.5,None,
