Trial,Order,Block,Type,Stimuli_File1,Stimuli_File2,Stimuli_File3,Stimuli_File4,Cue_File1,Cue_File2,Response_File_Yes,Response_File_No,Match,Cue_Dimension,Pair1_Dimension,Pair2_Dimension,Key,Cue1_Duration,Cue1_Onset,Cue2_Duration,Cue2_Onset,ResponseYes_Duration,ResponseYes_Onset,ResponseNo_Duration,ResponseNo_Onset,ITI_Within,ITI_Between,Image1_Duration,Image1_Onset,Image2_Duration,Image2_Onset,Image3_Duration,Image3_Onset,Image4_Duration,Image4_Onset,Sound1_Duration,Sound1_Onset,Sound2_Duration,Sound2_Onset,Sound3_Duration,Sound3_Onset,Sound4_Duration,Sound4_Onset,Fixation_Duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_start.started,key_resp_start.started,key_resp_start.keys,key_resp_start.rt,cue_file1.started,cue_file1.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,sound_icon1.started,sound_icon1.stopped,sound_1.started,sound_1.stopped,sound_icon2.started,sound_icon2.stopped,sound_2.started,sound_2.stopped,image_blank_1.started,image_blank_1.stopped,key_press.started,key_press.stopped,fixation_text.started,cue_file2.started,cue_file2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,sound_icon3.started,sound_icon3.stopped,sound_3.started,sound_3.stopped,sound_icon4.started,sound_icon4.stopped,sound_4.started,sound_4.stopped,response_yes.started,response_yes.stopped,response_no.started,response_no.stopped,iti_blank.started,iti_blank.stopped,fixation_text.stopped,key_press.keys,key_press.corr,key_press.rt,text_score.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.984821915000794,17.984821915000794,2,2.693250739001087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
0,0.0,None,fixation,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhat_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/blank_white.png,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,6,,,,,0,0,0,0,,,,,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,20.945435745667297,21.25773386200308,21.25773386200308,21.25773386200308,20.945435745667297,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.095435745667295,21.25773386200308,21.25773386200308,21.25773386200308,21.095435745667295,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,21.25773386200308,26.487089025002206,26.487089025002206,28.018958629996632,None,0,,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
1,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_280h.wav,stimulus/audwhere_stim/right_toward_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Direction,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,1,1,1,,,,,28.018958629996632,28.018958629996632,28.018958629996632,28.018958629996632,28.018958629996632,28.018958629996632,28.018958629996632,28.018958629996632,27.71009949066744,28.018958629996632,28.018958629996632,28.018958629996632,27.71009949066744,28.018958629996632,28.018958629996632,28.018958629996632,30.083176865002315,33.9136683100005,28.018958629996632,28.018958629996632,33.59096442000009,28.018958629996632,28.018958629996632,28.018958629996632,28.018958629996632,28.407299259000865,29.713417400002072,28.22644858466471,,30.083176865002315,31.36676974200236,29.917790502662925,,28.018958629996632,33.59096442000009,28.018958629996632,33.59096442000009,33.21246106699982,34.752891156997066,28.018958629996632,2,0,2.289521081998828,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
2,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/left_toward_290h.wav,stimulus/audwhere_stim/right_toward_280h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/direction_box.png,stimulus/audwhere_stim/direction_yes.png,stimulus/audwhere_stim/direction_no.png,None,Direction,None,Direction,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,2,2,2,,,,,34.752891156997066,34.752891156997066,34.752891156997066,34.752891156997066,34.752891156997066,34.752891156997066,34.752891156997066,34.752891156997066,34.45903725599637,34.752891156997066,34.752891156997066,34.752891156997066,34.45903725599637,34.752891156997066,34.752891156997066,34.752891156997066,36.79736393100029,40.71680023099907,34.752891156997066,34.752891156997066,40.270276028997614,34.752891156997066,34.752891156997066,34.752891156997066,34.752891156997066,35.12204150699836,36.41920098000264,34.960547479666516,,36.79736393100029,38.088874893997854,36.626972464666565,,34.752891156997066,40.270276028997614,34.752891156997066,40.270276028997614,39.93859033999615,41.42493482900318,34.752891156997066,2,0,1.5586840730029508,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
3,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/right_away_270h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,3,3,3,,,,,41.42493482900318,41.42493482900318,41.42493482900318,41.42493482900318,41.42493482900318,41.42493482900318,41.42493482900318,41.42493482900318,41.11680023099907,41.42493482900318,41.42493482900318,41.42493482900318,41.11680023099907,41.42493482900318,41.42493482900318,41.42493482900318,43.459602121998614,47.36451610700169,41.42493482900318,41.42493482900318,46.913141550001455,41.42493482900318,41.42493482900318,41.42493482900318,41.42493482900318,41.79710528100259,43.08914123100112,41.62089402766675,,43.459602121998614,44.74988220800151,43.28679728866361,,41.42493482900318,46.913141550001455,41.42493482900318,46.913141550001455,46.58099366300303,48.05538953300129,41.42493482900318,1,1,1.5491333180034417,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
4,First_Order,1.0,audwhere,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/dummy.wav,stimulus/audwhere_stim/right_away_280h.wav,stimulus/audwhere_stim/right_toward_290h.wav,stimulus/audwhere_stim/blank_white.png,stimulus/audwhere_stim/side_box.png,stimulus/audwhere_stim/side_yes.png,stimulus/audwhere_stim/side_no.png,None,Side,None,Side,1,0.0,0,5.25,0,5.25,0,5.25,0,0.0,0.75,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.5,1,2.125,0,,,,,0,4,4,4,,,,,48.05538953300129,48.05538953300129,48.05538953300129,48.05538953300129,48.05538953300129,48.05538953300129,48.05538953300129,48.05538953300129,47.76451610700169,48.05538953300129,48.05538953300129,48.05538953300129,47.76451610700169,48.05538953300129,48.05538953300129,48.05538953300129,50.13221623299614,53.896637120997184,48.05538953300129,48.05538953300129,53.596866653999314,48.05538953300129,48.05538953300129,48.05538953300129,48.05538953300129,48.426758242996584,49.75472486799845,48.26122728966972,,50.13221623299614,51.42141545999766,49.96472877366274,,48.05538953300129,53.596866653999314,48.05538953300129,53.596866653999314,53.25392610400013,54.7745888060017,48.05538953300129,1,1,1.9407394530062447,,reldom2_s008,001,2025-02-06_11h43.13.127,audwhere_practice_AC,2022.2.5,None,
