cluster,FO_audwhat_RT,FO_audwhere_RT,FO_viswhat_RT,FO_viswhere_RT,SO_audwhat_RT,SO_audwhere_RT,SO_viswhat_RT,SO_viswhere_RT,FO_audwhat_accuracy,FO_audwhere_accuracy,FO_viswhat_accuracy,FO_viswhere_accuracy,SO_audwhat_accuracy,SO_audwhere_accuracy,SO_viswhat_accuracy,SO_viswhere_accuracy
0,1.152055919452022,1.2968289259563937,1.0941328630755602,1.0222797354152418,1.0727265239519748,1.1689342045104993,0.9249761482829935,0.9283022358000981,0.9165322580645161,0.9528017241379311,0.9884408602150537,0.9599369670003708,0.9229166666666667,0.95625,0.98125,0.9708333333333333
1,1.487075739198892,1.473057522846086,1.286926013861688,1.160970851623172,1.2016177168603273,1.7302254822129914,1.3140870487617102,1.1013823808352374,0.8097278225806451,0.875,0.9609375,0.9708501344086021,0.7291666666666666,0.671875,0.8260416666666667,0.7604166666666666
